gold,estate,cryto,stock,class,risk,profit
31.27,73.91,1003.72,68.92,C,Y,430.59
26.24,77.95,1014.19,85.21,A,Y,438.01
7.44,41.04,1021.84,88.56,C,Y,479.08
29.78,74.78,1009.28,55.09,A,Y,436.39
23.37,65.46,1016.25,48.64,C,Y,447.07
10.62,39.58,1011.9,87.85,A,N,479.91
5.84,43.02,1013.88,87.42,B,N,489.05
14.51,53.82,1016.46,62.75,B,N,463.17
11.31,42.02,1001.18,94.86,B,Y,471.26
11.25,40.67,1011.64,63.54,A,N,480.49
9.18,39.42,1025.41,69.46,C,N,473.78
19.82,58.16,1016.76,74.66,A,N,455.5
24.77,58.41,1013.78,80.57,C,Y,446.27
9.66,41.06,1021.21,84.7,A,Y,482.2
21.96,59.8,1016.72,72.6,C,N,452.48
18.59,43.14,1011.92,52.63,B,N,464.48
24.75,69.89,1015.29,82.01,C,N,438.1
24.37,63.47,1012.77,75.22,C,Y,445.6
29.6,67.79,1010.37,51.05,C,Y,442.43
25.32,61.25,1011.56,80.1,B,N,436.67
16.15,41.85,1016.54,81.58,C,Y,466.56
15.74,71.14,1019.65,65.94,B,Y,457.29
5.97,36.25,1029.65,86.74,B,Y,487.03
15.84,52.72,1026.45,62.57,C,N,464.93
14.84,44.63,1019.28,57.37,C,Y,466
12.25,48.79,1017.44,88.91,C,N,469.52
27.38,70.04,1011.18,72.26,A,N,428.88
8.76,41.48,1018.49,74.98,C,N,474.3
15.54,39.31,1009.69,71.19,B,N,461.06
18.71,39.39,1014.09,62.82,C,Y,465.57
13.06,41.78,1012.3,55.31,C,N,467.67
12.72,40.71,1016.02,71.57,A,Y,466.99
19.83,39.39,1013.73,59.16,C,N,463.72
27.23,49.16,1004.03,40.8,A,N,443.78
24.27,68.28,1005.43,67.63,B,Y,445.23
11.8,40.66,1017.13,97.2,B,N,464.43
6.76,36.25,1028.31,91.16,A,N,484.36
25.99,63.07,1012.5,64.81,C,Y,442.16
16.3,39.63,1004.64,85.61,C,Y,464.11
16.5,49.39,1018.35,93.42,C,Y,462.48
10.59,42.49,1009.59,77.36,C,N,477.49
26.05,65.59,1012.78,67.03,C,N,437.04
19.5,40.79,1003.8,89.45,C,Y,457.09
22.21,45.01,1012.22,54.84,A,Y,450.6
17.86,45,1023.25,53.48,A,Y,465.78
29.96,70.04,1010.15,54.47,C,Y,427.1
19.08,44.63,1020.14,43.36,C,N,459.81
23.59,47.43,1006.64,48.92,A,N,447.36
3.38,39.64,1011,81.22,C,Y,488.92
26.39,66.49,1012.96,60.35,B,N,433.36
8.99,39.04,1021.99,75.98,C,N,483.35
10.91,41.04,1026.57,74.24,A,N,469.53
13.08,39.82,1012.27,85.21,B,Y,476.96
23.95,58.46,1017.5,68.46,A,N,440.75
15.64,43.71,1024.51,78.31,A,N,462.55
18.78,54.2,1012.05,89.25,C,Y,448.04
20.65,50.59,1016.22,68.57,C,N,455.24
4.96,40.07,1011.8,67.38,B,N,494.75
23.51,57.32,1012.55,53.6,C,Y,444.58
5.99,35.79,1011.56,91.69,A,Y,484.82
23.65,66.05,1019.6,78.21,C,Y,442.9
5.17,39.33,1009.68,94.19,C,Y,485.46
26.38,49.5,1012.82,37.19,B,N,457.81
6.02,43.65,1013.85,83.53,A,Y,481.92
23.2,61.02,1009.63,79.45,C,N,443.23
8.57,39.69,1000.91,99.9,B,Y,474.29
30.72,71.58,1009.98,50.39,A,Y,430.46
21.52,50.66,1013.56,74.33,C,N,455.71
22.93,62.26,1011.25,83.66,C,Y,438.34
5.71,41.31,1003.24,89.48,C,N,485.83
18.62,44.06,1017.76,64.59,C,Y,452.82
27.88,68.94,1007.68,75.68,C,Y,435.04
22.32,59.8,1016.82,64.18,C,N,451.21
14.55,42.74,1028.41,70.09,C,N,465.81
17.83,44.92,1025.04,70.58,C,N,458.42
9.68,39.96,1026.09,99.28,B,N,470.22
19.41,49.39,1020.84,81.89,B,Y,449.24
13.22,44.92,1023.84,87.99,C,N,471.43
12.24,44.92,1023.74,88.21,A,Y,473.26
19.21,58.49,1011.7,91.29,B,N,452.82
29.74,70.32,1008.1,52.72,C,Y,432.69
23.28,60.84,1017.91,67.5,B,Y,444.13
8.02,41.92,1029.8,92.05,A,Y,467.21
22.47,48.6,1002.33,63.23,C,Y,445.98
27.51,73.77,1002.42,90.88,C,Y,436.91
17.51,44.9,1009.05,74.91,B,Y,455.01
23.22,66.56,1002.47,85.39,B,N,437.11
11.73,40.64,1020.68,96.98,B,Y,477.06
21.19,67.71,1006.65,56.28,A,Y,441.71
5.48,40.07,1019.63,65.62,B,N,495.76
24.26,66.44,1011.33,55.32,C,Y,445.63
12.32,41.62,1012.88,88.88,B,N,464.72
31.26,68.94,1005.94,39.49,B,N,438.03
32.09,72.86,1003.47,54.59,B,Y,434.78
24.98,60.32,1015.63,57.19,B,Y,444.67
27.48,61.41,1012.2,45.06,C,N,452.24
21.04,45.09,1014.19,40.62,C,Y,450.92
27.75,70.4,1006.65,90.21,B,N,436.53
22.79,71.77,1005.75,90.91,B,N,435.53
24.22,68.51,1013.23,74.96,B,Y,440.01
27.06,64.45,1008.72,54.21,B,Y,443.1
29.25,71.94,1007.18,63.62,C,N,427.49
26.86,68.08,1012.99,50.04,C,Y,436.25
29.64,67.79,1009.99,51.23,B,Y,440.74
19.92,63.31,1015.02,82.71,C,N,443.54
18.5,51.43,1010.82,92.04,C,Y,459.42
23.71,60.23,1009.76,90.67,C,N,439.66
14.39,44.84,1023.55,91.14,C,N,464.15
19.3,56.65,1020.55,70.43,B,Y,459.1
24.65,52.36,1014.76,66.63,B,Y,455.68
13.5,45.51,1015.33,86.95,C,Y,469.08
9.82,41.26,1007.71,96.69,C,Y,478.02
18.4,44.06,1017.36,70.88,C,Y,456.8
28.12,44.89,1009.18,47.14,A,Y,441.13
17.15,43.69,1017.05,63.36,B,Y,463.88
30.69,73.67,1006.14,60.58,B,Y,430.45
28.82,65.71,1014.24,54.3,C,Y,449.18
21.3,48.92,1010.92,65.09,C,Y,447.89
30.58,70.04,1010.4,48.16,C,Y,431.59
21.17,52.3,1009.36,81.51,C,Y,447.5
9.87,41.82,1033.04,68.57,C,N,475.58
22.18,59.8,1016.77,73.16,C,N,453.24
24.39,63.21,1012.59,80.88,A,N,446.4
10.73,44.92,1025.1,85.4,A,Y,476.81
9.38,40.46,1019.29,75.77,C,Y,474.1
20.27,57.76,1016.66,75.76,B,N,450.71
24.82,66.48,1006.4,70.21,C,N,433.62
16.55,41.66,1011.45,55.53,C,Y,465.14
20.73,59.87,1019.08,80.48,C,N,445.18
9.51,39.22,1015.3,72.41,B,Y,474.12
8.63,43.79,1016.08,83.25,A,N,483.91
6.48,40.27,1010.55,82.12,B,Y,486.68
14.95,43.52,1022.43,94.75,B,N,464.98
5.76,45.87,1010.83,95.79,A,Y,481.4
10.94,39.04,1021.81,86.02,B,N,479.2
15.87,41.16,1005.85,78.29,A,Y,463.86
12.42,38.25,1012.76,82.23,A,Y,472.3
29.12,58.84,1001.31,52.86,B,N,446.51
29.12,51.43,1005.93,60.66,B,Y,437.71
19.08,41.1,1001.96,62.77,C,N,458.94
31.06,67.17,1007.62,65.54,B,N,437.91
5.72,39.33,1009.96,95.4,B,Y,490.76
26.52,65.06,1013.4,51.78,B,N,439.66
13.84,44.9,1007.58,63.62,C,Y,463.27
13.03,39.52,1016.68,83.09,B,Y,473.99
25.94,66.49,1012.83,61.81,A,N,433.38
16.64,53.82,1015.13,68.24,A,Y,459.01
14.13,40.75,1016.05,72.41,C,N,471.44
13.65,39.28,1012.97,79.64,A,N,471.91
14.5,44.47,1028.2,66.95,A,Y,465.15
19.8,51.19,1008.25,91.98,C,Y,446.66
25.2,63.76,1009.78,64.96,A,N,438.15
20.66,51.19,1008.81,88.93,C,N,447.14
12.07,43.71,1025.53,85.62,B,N,472.32
25.64,70.72,1010.16,84,A,N,441.68
23.33,72.99,1009.33,89.41,C,Y,440.04
29.41,64.05,1009.82,67.4,A,Y,444.82
16.6,53.16,1014.5,76.75,C,N,457.26
27.53,72.58,1009.13,89.06,B,N,428.83
20.62,43.43,1009.93,64.02,C,Y,449.07
26.02,71.94,1009.38,64.12,A,N,435.21
12.75,44.2,1017.59,81.22,C,N,471.03
12.87,48.04,1012.47,100.13,B,N,465.56
25.77,62.96,1019.86,58.07,A,Y,442.83
14.84,41.48,1017.26,63.42,B,N,460.3
7.41,40.71,1023.07,83.32,C,Y,474.25
8.87,41.82,1033.3,74.28,C,N,477.97
9.69,40.46,1019.1,71.91,A,N,472.16
16.17,46.97,1014.22,85.8,A,N,456.08
26.24,49.82,1014.9,55.58,B,Y,452.41
13.78,43.22,1011.31,69.7,B,N,463.71
26.3,67.07,1006.26,63.79,B,N,433.72
17.37,57.76,1016,86.59,C,N,456.4
23.6,48.98,1015.41,48.28,C,N,448.43
8.3,36.08,1020.63,80.42,A,N,481.6
18.86,42.18,1001.16,98.58,B,Y,457.07
22.12,49.39,1019.8,72.83,C,N,451
28.41,75.6,1018.48,56.07,A,N,440.28
29.42,71.32,1002.26,67.13,B,Y,437.47
18.61,67.71,1004.07,84.49,C,N,443.57
27.57,69.84,1004.91,68.37,B,N,426.6
12.83,41.5,1013.12,86.07,B,N,470.87
9.64,39.85,1012.9,83.82,C,N,478.37
19.13,58.66,1013.32,74.86,A,Y,453.92
15.92,40.56,1020.79,53.52,C,N,470.22
24.64,72.24,1011.37,80.61,A,N,434.54
27.62,63.9,1013.11,43.56,C,N,442.89
8.9,36.24,1013.29,89.35,B,N,479.03
9.55,43.99,1020.5,97.28,C,N,476.06
10.57,36.71,1022.62,80.49,C,N,473.88
19.8,57.25,1010.84,88.9,B,N,451.75
25.63,56.85,1012.68,49.7,B,Y,439.2
24.7,58.46,1015.58,68.64,C,N,439.7
15.26,46.18,1013.68,98.58,C,N,463.6
20.06,52.84,1004.21,82.12,C,Y,447.47
19.84,56.89,1013.23,78.32,B,N,447.92
11.49,44.63,1020.44,86.04,B,N,471.08
23.74,72.43,1007.99,91.36,B,N,437.55
22.62,51.3,1012.36,81.02,C,N,448.27
29.53,72.39,998.47,76.05,B,N,431.69
21.32,48.14,1016.57,71.81,C,Y,449.09
20.3,58.46,1015.93,82.13,C,Y,448.79
16.97,44.92,1025.21,74.27,B,N,460.21
12.07,41.17,1013.54,71.32,B,Y,479.28
7.46,41.82,1032.67,74.59,B,N,483.11
19.2,54.2,1011.46,84.44,A,Y,450.75
28.64,66.54,1010.43,43.39,B,Y,437.97
13.56,41.48,1008.53,87.2,A,N,459.76
17.4,44.9,1020.5,77.11,C,Y,457.75
14.08,40.1,1015.48,82.81,A,Y,469.33
27.11,69.75,1009.74,85.67,A,Y,433.28
20.92,70.02,1010.23,95.58,C,Y,444.64
16.18,44.9,1021.3,74.46,C,Y,463.1
15.57,44.68,1022.01,90.02,A,Y,460.91
10.37,39.04,1023.95,81.93,B,N,479.35
19.6,59.21,1017.65,86.29,A,N,449.23
9.22,40.92,1021.83,85.43,B,Y,474.51
27.76,72.99,1007.81,71.66,B,N,435.02
28.68,70.72,1009.43,71.33,C,Y,435.45
20.95,48.14,1013.3,67.72,B,Y,452.38
9.06,39.3,1019.73,84.23,C,N,480.41
9.21,39.72,1019.54,74.44,C,N,478.96
13.65,42.74,1026.58,71.48,B,N,468.87
31.79,76.2,1007.89,56.3,B,N,434.01
14.32,44.6,1013.85,68.13,C,Y,466.36
26.28,75.23,1011.44,68.35,C,Y,435.28
7.69,43.02,1014.51,85.23,B,Y,486.46
14.44,40.1,1015.51,79.78,C,N,468.19
9.19,41.01,1022.14,98.98,C,N,468.37
13.35,41.39,1019.17,72.87,A,Y,474.19
23.04,74.22,1009.52,90.93,A,Y,440.32
4.83,38.44,1015.35,72.94,B,Y,485.32
17.29,42.86,1014.38,72.3,C,N,464.27
8.73,36.18,1013.66,77.74,A,N,479.25
26.21,70.32,1007,78.29,B,N,430.4
23.72,58.62,1016.65,69.1,C,N,447.49
29.27,64.69,1006.85,55.79,A,Y,438.23
10.4,40.43,1025.46,75.09,C,N,492.09
12.19,40.75,1015.13,88.98,A,N,475.36
20.4,54.9,1016.68,64.26,C,N,452.56
34.3,74.67,1015.98,25.89,C,N,427.84
27.56,68.08,1010.8,59.18,A,Y,433.95
30.9,70.8,1008.48,67.48,B,N,435.27
14.85,58.59,1014.04,89.85,C,N,454.62
16.42,40.56,1020.36,50.62,C,N,472.17
16.45,63.31,1015.96,83.97,B,Y,452.42
10.14,42.02,1003.19,96.51,C,N,472.17
9.53,41.44,1018.01,80.09,C,Y,481.83
17.01,49.15,1021.83,84.02,A,N,458.78
23.94,62.08,1022.47,61.97,C,N,447.5
15.95,49.25,1019.04,88.51,C,Y,463.4
11.15,41.26,1022.67,81.83,B,N,473.57
25.56,70.32,1009.07,90.63,C,Y,433.72
27.16,66.44,1011.2,73.37,C,Y,431.85
26.71,77.95,1012.13,77.5,C,N,433.47
29.56,74.22,1007.45,57.46,C,N,432.84
31.19,70.94,1007.29,51.91,A,N,436.6
6.86,41.17,1020.12,79.14,A,N,490.23
12.36,41.74,1020.58,69.24,C,N,477.16
32.82,68.31,1010.44,41.85,C,N,441.06
25.3,70.98,1007.22,95.1,A,N,440.86
8.71,41.82,1033.08,74.53,B,N,477.94
13.34,40.8,1026.56,64.85,B,Y,474.47
14.2,43.02,1012.18,57.07,A,N,470.67
23.74,65.34,1013.7,62.9,A,Y,447.31
16.9,44.88,1018.14,72.21,C,N,466.8
28.54,71.94,1007.4,65.99,C,Y,430.91
30.15,69.88,1007.2,73.67,B,Y,434.75
14.33,42.86,1010.82,88.59,A,Y,469.52
25.57,59.43,1008.88,61.19,B,Y,438.9
30.55,70.04,1010.51,49.37,B,N,429.56
28.04,74.33,1013.53,48.65,B,N,432.92
26.39,49.16,1005.68,56.18,B,N,442.87
15.3,41.76,1022.57,71.56,C,Y,466.59
6.03,41.14,1028.04,87.46,C,Y,479.61
13.49,44.63,1019.12,70.02,A,N,471.08
27.67,59.14,1016.51,61.2,C,N,433.37
24.19,65.48,1018.8,60.54,B,N,443.92
24.44,59.14,1016.74,71.82,C,Y,443.5
29.86,64.79,1017.37,44.8,B,N,439.89
30.2,69.59,1008.9,67.32,C,Y,434.66
7.99,41.38,1021.95,78.77,A,N,487.57
9.93,41.62,1013.76,96.02,C,Y,464.64
11.03,42.32,1017.26,90.56,C,Y,470.92
22.34,63.73,1014.37,83.19,C,Y,444.39
25.33,48.6,1002.54,68.45,A,N,442.48
18.87,52.08,1005.25,99.19,C,N,449.61
25.97,69.34,1009.43,88.11,B,N,435.02
16.58,43.99,1021.81,79.29,A,Y,458.67
14.35,46.18,1016.63,87.76,C,N,461.74
25.06,62.39,1008.09,82.56,C,N,438.31
13.85,48.92,1011.68,79.24,A,Y,462.38
16.09,44.2,1019.39,67.24,C,N,460.56
26.34,59.21,1013.37,58.98,C,Y,439.22
23.01,58.79,1009.71,84.22,B,N,444.64
26.39,71.25,999.8,89.12,A,Y,430.34
31.32,71.29,1008.37,50.07,C,Y,430.46
16.64,45.87,1009.02,98.86,B,Y,456.79
13.42,41.23,994.17,95.79,B,N,468.82
20.06,44.9,1008.79,70.06,C,Y,448.51
14.8,44.71,1014.67,41.71,C,Y,470.77
12.59,41.14,1025.79,86.55,B,N,465.74
26.7,66.56,1005.31,71.97,C,N,430.21
19.78,50.32,1008.62,96.4,A,N,449.23
15.17,49.15,1021.91,91.73,B,Y,461.89
21.71,61.45,1010.97,91.62,C,N,445.72
19.09,39.39,1013.36,59.14,B,N,466.13
19.76,51.19,1008.38,92.56,C,Y,448.71
14.68,41.23,998.43,83.71,C,Y,469.25
21.3,66.86,1013.04,55.43,A,N,450.56
16.73,39.64,1008.94,74.91,A,N,464.46
12.26,41.5,1014.87,89.41,C,N,471.13
14.77,48.06,1010.92,69.81,B,N,461.52
18.26,59.15,1012.04,86.01,B,Y,451.09
27.1,79.74,1005.43,86.05,A,Y,431.51
14.72,40.83,1009.65,80.98,B,N,469.8
26.3,51.43,1012.05,63.62,B,Y,442.28
16.48,48.92,1011.84,64.16,A,Y,458.67
17.99,43.79,1016.13,75.63,C,Y,462.4
20.34,59.8,1015.18,80.21,C,Y,453.54
25.53,62.96,1019.81,59.7,A,Y,444.38
31.59,58.9,1003.39,47.6,B,N,440.52
30.8,69.14,1007.68,63.78,B,N,433.62
10.75,45,1023.68,89.37,C,Y,481.96
19.3,44.9,1008.89,70.55,C,Y,452.75
4.71,39.42,1026.4,84.42,A,Y,481.28
23.1,66.05,1020.28,80.62,A,N,439.03
32.63,73.88,1005.64,52.56,C,N,435.75
26.63,74.16,1009.72,83.26,A,N,436.03
24.35,58.49,1011.03,70.64,C,N,445.6
15.11,56.03,1020.27,89.95,B,N,462.65
29.1,50.05,1005.87,51.53,A,N,438.66
21.24,50.32,1008.54,84.83,A,Y,447.32
6.16,39.48,1004.85,59.68,C,N,484.55
7.36,41.01,1024.9,97.88,C,Y,476.8
10.44,39.04,1023.99,85.03,B,Y,480.34
26.76,48.41,1010.53,47.38,A,N,440.63
16.79,44.6,1014.27,48.08,C,N,459.48
10.76,40.43,1025.98,79.65,A,N,490.78
6.07,38.91,1019.25,83.39,C,Y,483.56
27.33,73.18,1012.26,82.18,A,Y,429.38
27.15,59.21,1013.49,51.71,C,N,440.27
22.35,51.43,1011.34,77.33,C,N,445.34
21.82,65.27,1013.86,72.81,B,N,447.43
21.11,69.94,1004.37,84.26,A,N,439.91
19.95,50.59,1016.11,73.23,C,Y,459.27
7.45,39.61,1017.88,79.73,A,Y,478.89
15.36,41.66,1012.41,62.32,B,Y,466.7
15.65,43.5,1021.39,78.58,A,Y,463.5
25.31,74.33,1015.04,79.88,C,Y,436.21
25.88,63.47,1011.95,65.87,C,Y,443.94
24.6,63.94,1012.87,80.28,C,Y,439.63
22.58,41.54,1013.21,71.33,C,Y,460.95
19.69,59.14,1015.99,70.33,B,Y,448.69
25.85,75.08,1006.24,57.73,C,N,444.63
10.06,37.83,1005.49,99.46,C,Y,473.51
18.59,39.54,1008.56,68.61,A,Y,462.56
18.27,50.16,1011.07,95.91,C,Y,451.76
8.85,40.43,1025.68,80.42,B,N,491.81
30.04,68.08,1011.04,51.01,C,Y,429.52
26.06,49.02,1007.59,74.08,C,N,437.9
14.8,38.73,1003.18,80.73,B,N,467.54
23.93,64.45,1015.35,54.71,C,Y,449.97
23.72,66.48,1003.61,73.75,B,N,436.62
11.44,40.55,1023.37,88.43,C,Y,477.68
20.28,63.86,1016.04,74.66,C,Y,447.26
27.9,63.13,1011.8,70.04,C,Y,439.76
24.74,59.39,1015.23,74.64,B,Y,437.49
14.8,58.2,1018.29,85.11,C,N,455.14
8.22,41.03,1021.76,82.97,A,Y,485.5
27.56,66.93,1016.81,55.59,A,Y,444.1
32.07,70.94,1006.91,49.9,C,N,432.33
9.53,44.03,1008.87,89.99,A,Y,471.23
13.61,42.34,1017.93,91.61,C,N,463.89
22.2,51.19,1009.2,82.95,B,Y,445.54
21.36,59.54,1007.99,92.62,A,Y,446.09
23.25,63.86,1017.82,59.64,A,Y,445.12
23.5,59.21,1018.29,63,C,Y,443.31
8.46,39.66,1015.14,85.38,C,Y,484.16
8.19,40.69,1019.86,85.23,C,N,477.76
30.67,71.29,1008.36,52.08,A,N,430.28
32.48,62.04,1010.39,38.05,C,N,446.48
8.99,36.66,1028.11,71.98,B,Y,481.03
13.77,47.83,1007.41,90.66,A,N,466.07
19.05,67.32,1013.2,83.14,C,Y,447.47
21.19,55.5,1019.83,65.22,C,N,455.93
10.12,40,1021.15,91.67,C,Y,479.62
24.93,47.01,1014.28,66.04,B,Y,455.06
8.47,40.46,1019.87,78.19,C,Y,475.06
24.52,56.85,1012.59,54.47,C,N,438.89
28.55,69.84,1003.38,67.26,A,Y,432.7
20.58,50.9,1011.89,72.56,C,N,452.6
18.31,46.21,1010.46,82.15,A,Y,451.75
27.18,71.06,1008.16,86.32,A,Y,430.66
4.43,38.91,1019.04,88.17,C,N,491.9
26.02,74.78,1010.04,72.78,B,Y,439.82
15.75,39,1015.91,69.58,C,Y,460.73
22.99,60.95,1015.14,69.86,C,Y,449.7
25.52,59.15,1013.88,65.37,C,N,439.42
27.04,65.06,1013.33,52.37,C,Y,439.84
6.42,35.57,1025.58,79.63,C,N,485.86
17.04,40.12,1011.81,83.14,A,N,458.1
10.79,39.82,1012.89,88.25,B,Y,479.92
20.41,56.03,1019.94,55.85,C,Y,458.29
7.36,40.07,1017.29,52.55,A,Y,489.45
28.08,73.42,1012.17,62.74,C,Y,434
24.74,69.13,1010.69,90.08,B,N,431.24
28.32,47.93,1003.26,54.5,C,N,439.5
16.71,40.56,1019.48,49.88,A,Y,467.46
30.7,71.58,1010,48.96,C,N,429.27
18.42,58.95,1016.95,86.77,C,Y,452.1
10.62,42.02,999.83,96.66,A,Y,472.41
22.18,69.05,1002.75,70.84,B,Y,442.14
22.38,49.3,1003.56,83.83,B,N,441
13.94,41.58,1020.76,68.22,C,N,463.07
21.24,60.84,1017.99,82.22,C,Y,445.71
6.76,39.81,1017.11,87.9,A,N,483.16
26.73,68.84,1010.75,66.83,B,N,440.45
7.24,38.06,1020.6,85.36,C,N,481.83
10.84,40.62,1015.53,60.9,B,N,467.6
19.32,52.84,1004.29,83.51,A,Y,450.88
29,69.13,1001.22,52.96,A,N,425.5
23.38,54.42,1013.95,73.02,C,Y,451.87
31.17,69.51,1010.51,43.11,B,Y,428.94
26.17,48.6,1002.59,61.41,C,N,439.86
30.9,73.42,1011.21,65.32,B,N,433.44
24.92,73.68,1015.12,93.68,B,N,438.23
32.77,71.32,1007.68,42.39,B,N,436.95
14.37,40.56,1021.67,68.18,B,N,470.19
8.36,40.22,1011.6,89.18,B,N,484.66
31.45,68.27,1007.56,64.79,C,Y,430.81
31.6,73.17,1010.05,43.48,B,Y,433.37
17.9,48.98,1014.17,80.4,C,N,453.02
20.35,50.9,1012.6,72.43,C,N,453.5
16.21,41.23,995.88,80,B,Y,463.09
19.36,44.6,1016.25,45.65,C,Y,464.56
21.04,65.46,1017.22,63.02,C,N,452.12
14.05,40.69,1015.66,74.39,A,Y,470.9
23.48,64.15,1021.08,57.77,C,Y,450.89
21.91,63.76,1009.85,76.8,C,N,445.04
24.42,63.07,1011.49,67.39,B,Y,444.72
14.26,40.92,1022.07,73.96,B,N,460.38
21.38,58.33,1013.05,72.75,C,Y,446.8
15.71,44.06,1018.34,71.69,C,N,465.05
5.78,40.62,1016.55,84.98,A,Y,484.13
6.77,39.81,1017.01,87.68,C,N,488.27
23.84,49.21,1013.85,50.36,A,N,447.09
21.17,58.16,1017.16,68.11,A,N,452.02
19.94,58.96,1014.16,66.27,B,Y,455.55
8.73,41.92,1029.41,89.72,B,Y,480.99
16.39,41.67,1012.96,61.07,C,N,467.68
15.28,40,1016.65,65,C,Y,458.76
22.05,59.92,1009.06,93.74,C,N,437.9
18.63,48.92,1011.37,71.72,C,Y,450.29
15,41.17,1015.57,64.82,C,Y,468.72
20.46,59.21,1018.42,85.89,B,Y,445.22
11.97,45.51,1016.84,81.47,C,Y,472.82
26.59,59.92,1009.97,70.09,C,Y,438.22
13.76,45.08,1023.77,80.48,C,Y,469.74
21.41,59.43,1010.27,74.54,C,N,442.85
12.45,37.92,1008.03,61.87,B,N,470.59
10.62,39.64,1010.65,62.15,C,N,477.07
12.33,37.73,1022.46,59.3,A,Y,470.11
15.63,44.9,1009.38,82.8,C,Y,457.44
19.11,50.16,1010.88,100.09,C,N,450.38
21.83,41.1,1001.91,41.79,A,N,453.38
22.02,64.45,1012.57,47.87,C,Y,454.9
26.54,71.98,1005.8,91.16,C,Y,431.78
6.9,39.81,1016.74,88.24,C,N,481.88
13.05,34.03,1018.31,64.99,C,Y,472.69
19.61,45.01,1014.84,64.42,A,N,461.97
26.26,63.73,1010.45,70.61,B,Y,442.18
30.56,71.25,1000.3,70.55,C,Y,431.92
21.81,63.77,1014.28,83.66,C,Y,444.52
26.65,58.41,1013.53,65.83,C,Y,442.66
25.18,57.5,1015.07,60.76,C,N,449.01
17.8,46.48,1007.27,81.31,B,N,452.66
33.27,66.44,1010.63,43.47,A,Y,430.11
29.94,65.74,1012.4,46.94,C,N,440.54
8.51,34.69,1026.96,75.34,C,Y,481.83
9.45,36.71,1024.24,83.28,C,Y,476.02
24.27,60.23,1011.84,77.8,B,N,438.99
11.28,42.44,1014.62,99.78,B,N,473.36
7.93,41.01,1023.64,97.23,C,N,476.37
14.3,42.99,1007.32,73.72,C,Y,467.9
24.31,63.86,1019.47,58.54,B,N,442.69
29.3,70.04,1010.95,61.23,C,N,426.25
20.43,63.09,1016.46,91.78,C,N,445.58
10.94,39.69,1004.5,86.29,C,Y,459.69
23.04,57.32,1011.23,64.27,B,N,442.01
25.37,44.89,1009.27,63.06,C,Y,442.38
21.1,49.16,1006.76,86.08,A,Y,442.78
20.4,57.85,1011.14,92.47,A,N,450.07
20.51,48.6,1005.29,80.7,C,Y,448
12.15,38.78,1013.34,95.05,B,Y,474.15
15.27,41.16,1009,84.12,C,N,467.01
23.78,60.27,1018.02,78.06,B,N,441.56
22.01,60.84,1017.55,83.82,C,N,441.9
24.72,77.54,1008.39,81.03,B,N,438.52
28.84,73.03,1013.99,76.05,C,Y,435.75
26.53,54.2,1012.9,66.73,B,N,439.96
19.82,41.67,1012.92,51.92,C,N,456.87
16.69,40.56,1019.92,51.43,A,N,469.9
20.36,56.53,1020.25,72.96,A,Y,455.34
18.6,68.28,1003.27,84.21,C,N,446.98
12.54,40.1,1015.73,84.29,C,Y,475.02
14.54,46.18,1015.29,94.48,C,N,463.03
30.97,67.9,1005.98,55.6,B,Y,428.26
26.54,71.14,1007.52,72.04,C,N,431.31
25.2,59.21,1017.54,55.53,C,N,444.16
13.17,38.52,1018.5,83.77,C,N,468.82
8.53,40.77,1009.85,90.95,A,N,481.03
24.06,58.2,1017.46,48.04,A,Y,445.91
12.25,41.38,1021.81,59,A,Y,474.77
14.7,40.8,1025.78,50.96,A,Y,472.85
15.75,39.39,1014.38,76.29,B,N,468.6
29.45,74.16,1010.49,64.87,B,N,438.11
30.22,68.3,1014.91,34.9,C,N,434.3
26.96,72.58,1009.23,89.62,C,Y,429.03
18.48,58.59,1015.61,85.14,A,N,452.52
17.78,50.66,1015.09,91.9,C,Y,456.11
6.64,39.04,1018.84,74.94,C,N,481.53
21.83,63.13,1013.4,85.82,C,Y,443.41
13.92,39.58,1012.5,80.28,A,Y,465.67
12.14,40.27,1007.57,73.22,C,Y,472.84
15.64,38.28,1014.39,76.93,C,Y,466.51
16,44.9,1020.5,80.89,B,N,461.5
9.75,43.69,1016.81,82.42,A,Y,481.34
13.56,43.67,1011.34,94.02,A,Y,467.09
7.94,40.56,1023.25,80.84,C,N,488.01
20.46,54.2,1011.4,84,A,Y,448.1
18.23,62.26,1011.48,91.35,B,Y,448.64
23.14,63.94,1017.49,53.19,C,N,446.57
20.55,46.21,1013.21,73.18,A,N,448.66
23.58,49.3,1003.8,74.62,B,Y,440.44
14.51,42.77,1017.47,81.95,A,Y,463.37
10.05,40.71,1015.51,84.21,C,Y,471.68
26.91,61.5,1009.47,55.26,C,Y,436.84
15.66,41.35,1001.68,86.26,C,Y,463.57
30.07,69.82,1010.39,57.53,B,Y,437.38
24.28,68.31,1009.94,77.08,A,N,440.07
12.57,39.3,1019.57,72.44,A,N,473.67
11.01,42.02,995.24,98.62,C,N,473.96
23.3,72.99,1008.54,92.11,B,Y,437.62
28.76,60.23,1010.03,58.24,A,N,437.42
21.4,68.28,1008.2,60.34,B,Y,450.22
30.33,68.67,1006,54.99,C,Y,435.53
18.89,67.71,1003.92,86.12,C,Y,443.54
18.83,47.83,1005.58,77.07,B,Y,454.23
12.32,43.69,1016.26,83.18,A,N,471.6
